0001p1_1_1_2 	2 	377 	0.9950686245774854 	0.7968094839435865 	0.14648150796975287 	0.5217391304347826 	1.4655434494173867	0.9425 	0.12309938384124616	2.3387350824291206	-0.41343426991422794 
0001p1_3_1_2 	2 	387 	1.0833560765776342 	0.837270029199792 	0.09246405457735929 	0.3880597014925373 	1.3904104812014777	0.9462102689486552 	0.13425641795100454	2.5725326769796246	-0.7524646005707915 
0003f1_1_1_2 	2 	365 	0.5538854334308777 	0.603135099286722 	0.22800650338072254 	0.4945054945054945 	1.5437718114282437	0.7866379310344828 	0.10680999814944116	2.045893180431898	-0.19520611588291636 
0003f1_2_1_2 	2 	379 	0.45777147855076183 	0.6447083369369557 	0.1676984990438573 	0.28431372549019607 	1.401885535458121	0.7595190380761523 	0.12528513174089415	3.1315659670655176	-0.5726617218326632 
0003f1_3_1_2 	2 	137 	0.5489772876808695 	0.6582675371283351 	0.2128553870067732 	0.5714285714285714 	1.5331945044628008	0.7405405405405405 	0.07675746390411642	2.824737054529069	-0.34961786636447806 
0003s1_1_1_1 	1 	478 	0.9385508052599506 	0.7713618105775961 	0.12230230469691449 	0.3625 	1.4595493744237482	0.9317738791423001 	0.1328142256596809	2.451159584688454	-0.38450539010459817 
0003s1_3_1_1 	1 	575 	0.7523597566906002 	0.6898183296301766 	0.14193114767385662 	0.24489795918367346 	1.4154171181822919	0.8321273516642547 	0.14233447880831684	2.502348205556286	-0.3864550883631935 
0003s1_5_1_1 	1 	501 	0.79481778535462 	0.7022837105604319 	0.1312502447849523 	0.30337078651685395 	1.509456134946648	0.8789473684210526 	0.13676250622184866	2.9691861042390686	-0.7250262284269419 
0004p1_1_1 	1 	242 	0.32320774669730257 	0.5636074670823553 	0.2192209936862536 	0.3402061855670103 	1.4918296261543054	0.618925831202046 	0.08337417499897916	2.636987131322728	0.318470088850484 
0004p1_2_1 	1 	175 	0.47558712316454477 	0.6323964728076955 	0.231378399454633 	0.3088235294117647 	1.246292030041671	0.7322175732217573 	0.08402752702729017	2.8986198989400096	0.21472992561044993 
0004p1_3_1 	1 	240 	0.508674135173925 	0.7269666374403833 	0.18262562766828272 	0.42857142857142855 	1.3807811077495458	0.7058823529411765 	0.10321949726955	2.2552284412703125	-0.4267863904586131 
0005p1_2_1 	1 	269 	0.5152192798754179 	0.6190570229225569 	0.24229610024020518 	0.5432098765432098 	1.5600457917909392	0.7535014005602241 	0.07775559852235725	2.2772655210233963	0.4569353568161908 
0005p1_4_1 	1 	246 	0.5213909885532731 	0.6838878779231702 	0.2140559047166314 	0.5194805194805194 	1.5210901448502752	0.7321428571428571 	0.09208256317755545	2.180089107323513	0.438112968701545 
0006p1_1_1_2 	2 	300 	0.5606649589987733 	0.6803761819176923 	0.16760623389265444 	0.3780487804878049 	1.4560815494988804	0.783289817232376 	0.11063740937658986	2.00312726633968	0.2591339524237895 
0006p1_3_1_2 	2 	131 	0.4147630512675867 	0.6878852620632615 	0.18726407688108884 	0.3492063492063492 	1.3388767278064213	0.7987804878048781 	0.07697315984829074	3.441281710984726	-0.8919423060611389 
0006s1_3_1_1 	1 	212 	0.49991941644664 	0.7595903021875708 	0.13137618061860232 	0.3013698630136986 	1.2684271531782951	0.8 	0.08613751362099202	3.5713701526183583	-1.109888847375541 
0006t1_2_1_1 	1 	249 	0.5013661725645624 	0.7048410968252754 	0.19300971092196706 	0.5063291139240507 	1.5734214027872235	0.7432835820895523 	0.08287317437899154	1.860678327598452	-0.29150894813396494 
0006t1_3_1_1 	1 	151 	0.4632621979414636 	0.6643435071628188 	0.23124131390159744 	0.53125 	1.486350320234535	0.7475247524752475 	0.07186586746434868	1.7058775186370032	-0.2840434655438704 
0007p1_1_1 	1 	1306 	0.5065333340232432 	0.5876649313368744 	0.1864593291814793 	0.35555555555555557 	1.539549595353744	0.896978021978022 	0.12990166136698447	1.971686398910396	0.021592294822865774 
0007p1_3_1 	1 	125 	0.25168984566494096 	0.6268602759185181 	0.20038046024329945 	0.3670886075949367 	1.476651643763702	0.625 	0.04183109267197447	2.8948467607428565	1.288180869535638 
0008p1_1_1_2 	2 	1233 	1.1127790123172119 	0.838695707493719 	0.08854040348305485 	0.4067796610169492 	1.4243988021331853	0.9617784711388455 	0.1944710762605287	2.417497897906383	-0.02962420761594075 
0008p1_2_1_1 	1 	1100 	0.8306596764494375 	0.7673819807788531 	0.13492097616034351 	0.4728682170542636 	1.591817229545967	0.8757961783439491 	0.20211907948001262	2.269038034122918	-0.7148629347536261 
0008p1_2_2_1 	1 	297 	0.7003588051162835 	0.6540351211607176 	0.20017126057116183 	0.547945205479452 	1.5761057466260802	0.8892215568862275 	0.09327765692519205	3.451679375571261	1.0837089962050477 
0008p1_3_1_2 	2 	1122 	0.9791297103688189 	0.7022092991536286 	0.10989387504857612 	0.19166666666666668 	1.3961452763448219	0.9389121338912134 	0.1219536174982028	7.742052161485377	1.9519330369704968 
0008p1_4_1_1 	1 	680 	0.7463649242522699 	0.8070267251444107 	0.1429690395945317 	0.5887850467289719 	1.3806580799017558	0.8596713021491783 	0.1433565521970151	2.2330916212885334	-0.3161701151231854 
0008p1_4_2_1 	1 	257 	0.5447052197487446 	0.759643229447986 	0.15244656550551897 	0.4675324675324675 	1.5342294662232892	0.7764350453172205 	0.10167679268273935	2.18655888909298	-0.21687798495065116 
0011p1_1_1_2 	2 	352 	0.9027270318886589 	0.7590627298446632 	0.13267083303629948 	0.35714285714285715 	1.4405733408359744	0.9190600522193212 	0.10521172546840206	2.012011597537638	0.04405675090298908 
0011p1_1_2_2 	2 	1201 	0.5822387680971168 	0.6467162213070409 	0.26003173932953616 	0.639751552795031 	1.5264409202781475	0.8603151862464183 	0.15552832715705883	3.6471259680914674	-1.0984651715145315 
0013p1_4_1 	1 	938 	0.7543843607212097 	0.696354661797448 	0.11993171244460764 	0.248 	1.423378238535185	0.8542805100182149 	0.1357622915719665	3.7619337433442603	1.181169022209962 
0014p1_4_1 	1 	977 	0.5920787080550208 	0.6849281038134362 	0.22792202537535608 	0.4444444444444444 	1.3732024935871021	0.7550231839258115 	0.15849800405327347	2.016808596743479	-0.1718890535092868 
0016p1_2_1_1 	1 	94 	0.47249553509990494 	0.6786231278763728 	0.21750514510954913 	0.4 	1.3717772918117366	0.746031746031746 	0.04733731454110197	2.95609992152752	0.8411408174069623 
0016p1_2_1 	1 	491 	0.9176216495613257 	0.825416150633094 	0.11872169351838673 	0.4024390243902439 	1.3968274849509963	0.912639405204461 	0.12270942175007406	1.491376642258616	0.13919150689997903 
