0001p1_1_1_2 	2 	427 	73 	1.006913164258091 	0.7722374138396925 	0.12989928195442144 	44 	 28.878296506993948 	20.730366387133795 	0.3150684931506849 	0.34383288761674335 	1.2901681420543303 	0.9488888888888889 	0.021126620689655175 	0.12767932808777818 	2.0579654231228406 	-0.25772769316118604   
0001p1_3_1_2 	2 	436 	71 	1.086875141412537 	0.8850718061703359 	0.08177470403695838 	43 	 26.594137066230857 	22.68657289809448 	0.4507042253521127 	0.4267396452829047 	1.317504047320417 	0.9540481400437637 	0.023293908496732026 	0.13884014340212605 	2.2184683599249597 	-0.615308661152677   
0003f1_1_1_2 	2 	426 	95 	0.5931605409104718 	0.6349629168606783 	0.23728184378283124 	48 	 37.96496088092949 	16.720113184244415 	0.5368421052631579 	0.4510375849606009 	1.5470389734328507 	0.8114285714285714 	0.017827096774193547 	0.11093984153378866 	2.030561200337074 	-0.1846412210548047   
0003f1_2_1_2 	2 	447 	106 	0.4999259224473611 	0.6559627294585847 	0.1614658933939957 	54 	 30.83262694120911 	20.22101234113864 	0.27358490566037735 	0.3485462868285126 	1.3927935356134504 	0.8097826086956522 	0.022833972602739727 	0.13418057206935993 	3.0580062886804082 	-0.4992668061505997   
0003f1_3_1_2 	2 	172 	60 	0.6003932626860493 	0.7159818480516561 	0.21077465296162853 	31 	 21.406433922345133 	12.371205589500182 	0.6 	0.47696960070847283 	1.485066226673575 	0.7889908256880734 	0.00876109090909091 	0.08362206832455192 	2.344606939261564 	-0.07940397342104347   
0003s1_1_1_1 	1 	533 	84 	0.9492453992989567 	0.805448646532477 	0.10400643357951642 	46 	 29.14960459807459 	25.444680306496664 	0.36904761904761907 	0.372677996249965 	1.5347941787468617 	0.941696113074205 	0.025069283018867926 	0.1358112928596699 	2.3035273047873335 	-0.42260772208790237   
0003s1_3_1_1 	1 	645 	102 	0.7790570017552544 	0.6822256500275008 	0.1406157600118294 	51 	 34.75283918727369 	26.240089299880033 	0.22549019607843138 	0.3636713135488512 	1.473652601291165 	0.8554376657824934 	0.02974499115044248 	0.1467408241039292 	2.2127673508164807 	-0.2418724418881017   
0003s1_5_1_1 	1 	563 	93 	0.8179982259086848 	0.6920137890593143 	0.1274620748336703 	41 	 30.725391068700375 	26.270943293996723 	0.21505376344086022 	0.34676377412036774 	1.4779629935304686 	0.8993610223642172 	0.026564288659793812 	0.1405208232734236 	2.273970579384947 	-0.4601311755366516   
0004p1_1_1 	1 	308 	99 	0.39490278024922204 	0.6015274340047673 	0.2214417963034342 	56 	 28.168314671778628 	17.529002624577185 	0.40404040404040403 	0.3680983264300727 	1.4794007573199413 	0.6936936936936937 	0.012661722627737227 	0.09076473736666046 	2.693485321853795 	0.46111636942620193   
0004p1_2_1 	1 	220 	72 	0.5332950492204896 	0.6539422297026155 	0.24275723774837388 	50 	 21.322721658959267 	15.32920612351937 	0.4166666666666667 	0.3957724124659724 	1.3304228723430807 	0.7942238267148014 	0.010802036363636365 	0.09122503449979939 	2.881246657291383 	-0.22658568685692032   
0004p1_3_1 	1 	295 	80 	0.5792311455056182 	0.7403651615337739 	0.17258695447617617 	43 	 24.222862123827763 	18.666420690913693 	0.475 	0.44651427748729383 	1.4124929398194939 	0.7682291666666666 	0.015544140350877192 	0.1128726060285334 	2.20348235663098 	-0.41383982583080076   
0005p1_2_1 	1 	326 	85 	0.5670085564402892 	0.6139348306825018 	0.22755033849751388 	45 	 34.65726114258676 	13.876185712353179 	0.5176470588235295 	0.4313012418781967 	1.5427387951428924 	0.7951219512195122 	0.011656629213483146 	0.08371184836794088 	2.3107470491368955 	0.49966908255271864   
0005p1_4_1 	1 	299 	81 	0.5726786791180296 	0.6757407363997963 	0.20058619913418965 	46 	 24.163861082930186 	17.91324022349485 	0.5185185185185185 	0.45091314488270806 	1.5300196630264724 	0.7868421052631579 	0.013993411764705881 	0.10155396218910927 	2.176369083219549 	0.4018386648084262   
0006p1_1_1_2 	2 	358 	86 	0.6082694267091109 	0.6747953626189755 	0.1538859636186202 	38 	 26.392805420175566 	19.41560317109887 	0.3023255813953488 	0.38914419838794223 	1.4450500964617163 	0.8364485981308412 	0.01831352558139535 	0.12039195427978712 	2.0811005474924356 	0.22083651506371613   
