0001p1_1_1_2 	2 	311 	62 	1.016686072077446 	0.5916984694964771 	14.66631972704203 	62 	 0.0 	24.758836806279895 	0.6290322580645161 	0.48306384296361093 	1.5419693181265222 	1.056027164685908 	2.706368 	19.082407925850866 	47.23028879651027 	6.9793571940615315   
0001p1_3_1_2 	2 	327 	68 	0.8886685101417495 	0.5789921905654524 	16.248273599042218 	68 	 0.0 	26.870057685088806 	0.6029411764705882 	0.4892883752827683 	1.5248768750332 	1.0234741784037558 	2.52064 	17.32677667630076 	44.885628428272675 	6.80443409343829   
0003f1_1_1_2 	2 	571 	107 	0.6267270172765383 	0.6115136924170207 	19.731836015647648 	107 	 2.23606797749979 	32.449961479175904 	0.6728971962616822 	0.4691551550658368 	1.4990811062730454 	0.8859581070597362 	4.992128 	26.142949834164014 	26.739990772337173 	5.254102493927365   
0003f1_2_1_2 	2 	411 	79 	0.8275562125463259 	0.5901710062066686 	19.16302058964839 	79 	 0.0 	29.732137494637012 	0.6075949367088608 	0.48828611448065584 	1.510911953293869 	0.9558139534883721 	2.083136 	13.132304002173571 	44.127741193691236 	6.578123933575351   
0003f1_3_1_2 	2 	607 	98 	0.7942302127151205 	0.6306551527655252 	19.948324891233277 	98 	 1.0 	29.546573405388315 	0.673469387755102 	0.4689438895133085 	1.4721414981045642 	0.9260106788710911 	4.852352 	24.484679782837592 	23.70147556313155 	4.993944749779903   
0003s1_1_1_1 	1 	405 	72 	0.9817477042468102 	0.6029194891429742 	15.085415625700804 	72 	 0.0 	23.345235059857504 	0.6388888888888888 	0.480322679605294 	1.512478555325551 	1.0411311053984575 	2.275072 	14.319489913918583 	41.8473612031355 	6.459433014596158   
0003s1_3_1_1 	1 	495 	84 	0.8815693670787685 	0.6163462596716535 	17.622929334988513 	84 	 0.0 	27.586228448267445 	0.6666666666666666 	0.4714045207910316 	1.5044217407708107 	1.0030395136778116 	2.52864 	14.741704506277422 	38.60133136190196 	6.162126927110937   
0003s1_5_1_1 	1 	425 	76 	0.9246377269914556 	0.6002655567884938 	18.160377267811864 	76 	 0.0 	28.160255680657446 	0.631578947368421 	0.48237638894271995 	1.4942519845983195 	0.9803921568627451 	2.72896 	16.69785547064053 	38.97924604531874 	6.2477510846097415   
0004p1_1_1 	1 	65 	13 	4.83321946706122 	0.7173787798688305 	6.994472122798214 	13 	 1.0 	5.385164807134504 	0.7692307692307693 	0.42132504423474315 	1.3332098006073867 	0.5531914893617023 	0.682176 	10.620251404982088 	246.16400010778648 	15.6761294942696   
0004p1_2_1 	1 	123 	58 	0.45947193387817425 	0.556233463822713 	9.128117409898147 	58 	 0.0 	18.027756377319946 	0.5862068965517241 	0.4925123054167483 	1.4846049051654755 	0.8661971830985917 	1.360832 	15.315417861350571 	124.53002100651625 	11.221002756663465   
0004p1_3_1 	1 	324 	74 	0.7435179107108056 	0.5963540934564303 	13.889351688022279 	74 	 1.0 	24.20743687382041 	0.6891891891891891 	0.46282550782550563 	1.5018732004753998 	1.0125000000000002 	3.304064 	22.74410044569589 	43.918976083183495 	6.763029766198051   
